CustomerID,Name,Email,Phone,City,Country,Age,Gender,AccountBalance,ActiveCustomer
CUST1429,Aimee Mccoy,fletcherkelly@hotmail.com,001-625-388-5152x0412,West Anthonyport,Congo,37,Female,38125.15,1
CUST1430,Diane Taylor,oschultz@hotmail.com,865-499-4696x551,Mitchellchester,Poland,51,Other,24335.64,0
CUST1431,Johnny Moody,pattersonjanet@hotmail.com,982-069-0356x50596,New Michellehaven,Anguilla,68,Other,95048.97,1
CUST1432,Steven Brown,david70@hotmail.com,2330998615,South Breanna,Iraq,49,Female,6948.71,0
CUST1433,Denise Nguyen,egarcia@bruce.info,133-098-2086x1290,West Taylorbury,Netherlands Antilles,21,Other,99218.83,0
CUST1434,Mr. David Francis,uwallace@thomas.com,(543)338-1868x5532,Burgessborough,Sudan,59,Other,13066.89,1
CUST1435,Jennifer Bradley,pamelagrant@yahoo.com,001-824-372-4962x56422,Allisonville,Norfolk Island,27,Other,23197.65,1
CUST1436,Randall Miller,kennethbrown@cortez.com,275-242-3074x59512,Carriebury,Iraq,67,Other,39042.53,1
CUST1437,Miranda Clayton,richardsonerika@yahoo.com,(504)747-8372,Troyton,Aruba,65,Female,7721.94,1
CUST1438,Jeffrey Sanders,lewisdarryl@rivera.com,124.109.5437,Jeffreyfort,Guadeloupe,23,Female,10166.66,1
CUST1439,Veronica Smith,laurajohnson@dawson.com,863-085-5218,Valerieview,Bangladesh,50,Other,90301.37,0
CUST1440,Donald Lopez,cassandracruz@mitchell.biz,(181)304-3533x9143,South Karashire,Liechtenstein,36,Male,1994.23,0
CUST1441,Melissa Hooper,hernandezluis@hart.com,001-148-247-8499x000,Murilloland,Montenegro,47,Female,70297.32,1
CUST1442,Connie Alexander,moranaaron@hotmail.com,(492)358-1015x85802,Daniellehaven,Malta,48,Male,60261.04,1
CUST1443,Mark Kelly,brandon45@taylor.com,(219)704-3454,Lake Denise,Jamaica,37,Other,92399.02,1
CUST1444,Michelle Bailey,pmartin@yahoo.com,(008)202-8987,North Jorge,Gabon,44,Other,62533.19,0
CUST1445,Nicole Rhodes,suebarnes@green-stephens.com,415.588.6519,Josephside,Brazil,20,Other,37368.03,0
CUST1446,Heather Lara,petersdanielle@beasley-rivera.com,321.860.4352,West Soniachester,Thailand,25,Female,23916.59,0
CUST1447,Vanessa Roberts,jennifer50@hotmail.com,001-728-228-0973,Jacobtown,Iran,28,Female,19889.33,1
CUST1448,Trevor Lam,tinagarza@cox.com,+1-229-271-4000x3634,Travisside,Syrian Arab Republic,60,Male,1124.47,1
CUST1449,Laura Walters,ymoss@gmail.com,319-613-7535x97427,Hoganbury,Jersey,34,Other,69135.94,1
CUST1450,Mr. Juan Williams,shelbylong@hotmail.com,8716225290,Figueroaville,Saint Vincent and the Grenadines,68,Male,16575.22,0
CUST1451,Catherine King,jay86@hotmail.com,9738543662,West Chadtown,Algeria,22,Male,77574.12,0
CUST1452,Heidi Brown MD,mblack@gmail.com,017-699-4800x6460,East Ariana,Gambia,25,Other,77790.31,0
CUST1453,James Walker,kennethburnett@ramos-wong.net,200-568-6773x8873,Lisamouth,Haiti,20,Male,14991.44,1
CUST1454,Kyle Sloan,morganferguson@spencer.com,005.669.9816x1223,Karinaside,Greenland,52,Male,87503.33,1
CUST1455,Shawna Davis,donnarodriguez@bailey.org,264-401-5237x9163,New Alexandraland,Austria,38,Female,30260.87,1
CUST1456,Keith Ortiz Jr.,rosalesnicholas@leonard.biz,597.864.3877x41797,Lake Roberttown,Cyprus,66,Male,88574.78,1
CUST1457,Daniel Hayes,amanda90@ayala.com,124-014-5727,Port Robert,Cyprus,40,Male,24874.19,0
CUST1458,Brenda Barnes,mendeztiffany@hotmail.com,+1-682-921-5556x0761,Butlerchester,Guatemala,61,Male,6233.86,1
CUST1459,Taylor Morrow,laura16@cox.org,131-204-6531x278,Lake Aaron,Honduras,24,Female,49625.19,0
CUST1460,Julia Hammond,cameronsmith@hotmail.com,001-731-285-3419x4458,Danielside,Samoa,44,Other,66228.97,1
CUST1461,Laura Brown,brendabautista@harris.com,8514922587,Josephmouth,Comoros,31,Male,38382.92,0
CUST1462,Michael Munoz,garyhardin@hotmail.com,620.679.9792x773,Johnsonhaven,Saint Helena,64,Other,47557.75,0
CUST1463,Kristen Hayden,xclark@white.com,479.307.1853,Wilsonberg,Jordan,61,Male,88229.77,1
CUST1464,Derek Wood,matthew59@hotmail.com,502.439.8028x7436,Williamstad,Czech Republic,27,Female,55812.68,0
CUST1465,Christopher Adams,thomasrachel@mccall.org,(540)041-6701x650,Christianberg,New Zealand,56,Male,80271.63,1
CUST1466,Susan Lawrence,ypowell@lee-hernandez.org,809-212-2057x15503,Amandamouth,Macao,69,Other,59565.06,0
CUST1467,Jason Gross,elizabethwilson@yahoo.com,001-288-751-0918x436,Alexanderchester,Albania,39,Male,59461.18,1
CUST1468,Robert Thomas,sarahtran@hotmail.com,764-859-0419x3605,Juliamouth,Algeria,33,Male,22592.72,1
CUST1469,Sharon Fisher,xgonzalez@yahoo.com,001-725-796-1759x8417,Lake Travis,Namibia,69,Other,78598.9,1
CUST1470,Judith Davis,chadcombs@jones-herrera.com,+1-549-788-2731,East James,Mali,68,Female,54182.23,1
CUST1471,Brooke Edwards,breanna75@gmail.com,+1-646-087-6756x81299,North John,Sudan,28,Female,73954.26,0
CUST1472,Samantha Mcneil,joe90@proctor.net,001-714-747-6722x18645,Jessicaville,Falkland Islands (Malvinas),69,Female,44964.62,1
CUST1473,Holly Ward,amiller@hotmail.com,335-238-5565,Jennaland,Zimbabwe,20,Female,64630.74,0
CUST1474,Judith Harper,hannahdixon@yahoo.com,(922)618-8439,Duncanside,Poland,69,Female,8807.52,0
CUST1475,Cheryl Foster,graykaren@gmail.com,900-692-6077,North John,Swaziland,64,Other,99696.49,0
CUST1476,Daniel Thompson,linda24@gmail.com,+1-130-011-9397x52463,New Joseph,Georgia,64,Male,53831.28,0
CUST1477,Kathryn Anthony,jonesjoanna@gmail.com,739.119.7127x41067,East Chadland,Norfolk Island,36,Other,68440.39,1
CUST1478,Timothy Rice,bellis@hotmail.com,446.483.1697x9148,East Joebury,Turkmenistan,24,Female,63766.16,0
CUST1479,Lori Avila,ghenderson@hotmail.com,850-643-1849,Port Mary,Oman,45,Male,28072.0,0
CUST1480,Jacob Woods,danaclark@reyes.biz,001-688-297-3630,Michaelville,Nigeria,65,Other,20763.26,1
CUST1481,Madison Duncan,davisheather@little-sullivan.com,269-475-7592,Ericfort,Bermuda,63,Other,94484.04,0
CUST1482,Crystal Anderson,christinaneal@olson.com,167-514-8269x885,Timothyborough,Angola,26,Male,53109.23,1
CUST1483,Mary Anderson,pgray@dean-smith.com,001-312-433-1992x17579,Stephensfort,Papua New Guinea,53,Male,11061.48,0
CUST1484,Julie Butler,wattsdaniel@pierce.com,001-925-896-0490,West Ninaburgh,Greenland,30,Male,22688.67,1
CUST1485,Briana Jones,robbinsmatthew@hotmail.com,009-174-8903x26219,South Michaelland,Panama,56,Female,22060.88,0
CUST1486,Stephanie Martin,sgibson@yahoo.com,233-382-3800x6335,North Jason,Pitcairn Islands,26,Female,8944.39,1
CUST1487,Charles Fuentes,jbrown@gmail.com,001-622-332-4983x98478,Port Melanie,Peru,37,Male,40248.65,1
CUST1488,Marilyn Hughes,aprildelgado@yahoo.com,(955)399-1987,Lindaburgh,Greenland,42,Other,7829.94,0
CUST1489,Sierra Jackson,derek48@gmail.com,001-206-121-2916x5518,Matthewfort,Saint Vincent and the Grenadines,49,Other,69824.33,0
CUST1490,James Lewis,pgordon@gmail.com,(815)916-8146x24151,Trevormouth,Burundi,68,Female,70385.42,1
CUST1491,Jason Johnson,ybowman@yahoo.com,(167)905-1817x08824,Mooremouth,Israel,41,Male,20569.54,1
CUST1492,Terri Crawford,debrawatkins@brown-kelley.biz,+1-269-003-7906,Lake Edward,Heard Island and McDonald Islands,35,Other,50746.29,0
CUST1493,Katherine Velazquez,daylisa@nichols.info,461.640.2556,Tinachester,United States of America,23,Other,16248.65,0
CUST1494,Tiffany Harvey,gainesjason@hernandez.com,459.663.5184,Johnsonmouth,Marshall Islands,33,Other,80140.1,0
CUST1495,Kathryn Barrett,yjoyce@hotmail.com,001-234-432-6065x244,New Caitlinland,Portugal,70,Female,93634.81,1
CUST1496,Tanya Fletcher,tstafford@watson-miller.org,287-298-0424,East Elizabeth,Yemen,49,Female,48000.73,0
CUST1497,Linda Reed,adam03@yahoo.com,001-071-634-4206x70671,Garyhaven,Benin,64,Female,60235.82,0
CUST1498,Kristin Meyer,rbrown@hunter.com,167.891.5582x4089,Goldenville,Cameroon,24,Female,59385.94,0
CUST1499,Larry Beard,mariacarey@short-taylor.com,001-689-914-6429x937,Juanton,Liechtenstein,61,Male,99654.57,1
CUST1500,Nancy Johnson,kennethoneal@gmail.com,4949295899,Becktown,Czech Republic,41,Female,63322.11,1
CUST1501,Robert Brown,jcampbell@hotmail.com,+1-818-615-8583x7885,Hollowayberg,Vanuatu,18,Other,31643.95,1
CUST1502,Andrew Navarro,jorge28@rodriguez-carter.com,5892090432,Smithview,Afghanistan,28,Other,2745.65,0
CUST1503,Michelle Vaughn,natashaweaver@warren.com,+1-096-996-1832,Summersfort,Nepal,30,Female,55291.13,1
CUST1504,Carlos Powers,vkane@vargas.com,574.573.5619x521,Jeanhaven,Andorra,36,Female,43919.53,1
CUST1505,Tina Walker,joshuaramos@harris-williams.biz,(380)726-8529x6704,Gallagherburgh,Cape Verde,56,Male,4556.29,1
CUST1506,Nicholas Mcdaniel,davismario@gmail.com,607-873-5438,Sullivanstad,China,57,Other,25166.98,1
CUST1507,Glen Morales,turnerwesley@ross.net,726-435-7161,Barnesburgh,Ethiopia,28,Female,57690.25,0
CUST1508,Katherine Simmons,fhess@blevins-carter.com,(257)451-4081,Port Craigville,Congo,21,Female,76770.5,1
CUST1509,George Collins,cathyhiggins@mercado.org,271-681-2603,East Leslieville,Puerto Rico,56,Male,37890.66,1
CUST1510,Pamela Wolf,unguyen@gmail.com,(656)666-2766,South Matthew,United Kingdom,28,Male,65818.65,1
CUST1511,Dennis Cooper,megan04@gmail.com,(990)545-1243x39781,Matthewfort,United States Minor Outlying Islands,37,Female,89294.25,0
CUST1512,Terri Hodge,crawfordruben@martinez.biz,+1-334-330-7025x5986,South Justinville,Turks and Caicos Islands,34,Male,96693.9,1
CUST1513,David Evans,kathyjohnston@kemp.com,899.863.1379,New Jameshaven,Central African Republic,29,Other,96504.58,1
CUST1514,Brent Ferrell,joshua62@schaefer.org,222.757.1173,West Kelseyborough,Fiji,62,Other,77640.49,1
CUST1515,Victoria Sellers,zacharyjohnson@moore.com,001-276-681-3347x06542,Garyview,Greenland,46,Male,80214.93,0
CUST1516,Janice Perez,marylewis@hotmail.com,(810)481-0218,East James,Turkmenistan,21,Male,13398.57,1
CUST1517,Brian Moore,dbaker@hotmail.com,9444556918,Gibsonmouth,Heard Island and McDonald Islands,65,Other,92076.54,1
CUST1518,Alicia Knight,eric35@hotmail.com,+1-091-525-5254x5660,Loganville,Slovenia,35,Female,71681.8,1
CUST1519,Christopher Hamilton,gail45@hotmail.com,319.825.1517,Warehaven,Rwanda,32,Female,11328.29,0
CUST1520,Melissa Lowe,mariabooth@nguyen-ortega.net,408.031.4305x6271,South Bryan,Cape Verde,23,Female,40712.09,0
CUST1521,Brian Whitaker,bcochran@davila-mccoy.info,+1-415-924-0164,New Jo,Nepal,54,Other,20226.5,0
CUST1522,Tina Vance,sabrina85@yahoo.com,+1-624-079-2124x33321,New Rachaelchester,Colombia,33,Other,56169.06,0
CUST1523,Amber Neal,melissa02@perez.info,+1-059-915-8038x6145,West Fred,Monaco,42,Female,58529.92,1
CUST1524,Christopher Anderson,david35@yahoo.com,(212)708-3559x6282,Lisaton,Bolivia,34,Female,16357.45,1
CUST1525,Aaron Ayala,kharvey@love.info,275.361.8544x8348,West Rachelfort,Nigeria,25,Female,87757.2,1
CUST1526,Mark Barnes,chapmanjessica@gmail.com,001-769-339-3676x618,West Adam,Samoa,52,Other,17542.1,0
CUST1527,Jill Wise,maureennicholson@hotmail.com,055-275-2929x58438,South Carrie,Eritrea,31,Female,65782.02,0
CUST1528,Douglas Decker,twood@thomas-jackson.info,+1-395-711-0677x5215,Tinaborough,Djibouti,43,Male,20884.31,1
CUST1529,Patricia Vance,christopher74@gmail.com,(507)657-6616,South Michaelberg,Austria,37,Male,31034.46,0
CUST1530,Adam Greer,gthompson@cox-krause.com,+1-084-787-0107x93806,Stevenhaven,Ecuador,36,Male,51450.77,0
CUST1531,Joseph Zavala,woodjulia@yahoo.com,(799)268-0217,Mccormickton,South Africa,27,Female,63459.91,0
CUST1532,Jeffrey Kelley,jmiller@knight.com,001-578-594-7229,East Bradleymouth,Somalia,59,Female,98731.2,1
CUST1533,Lisa Green,tyler52@munoz-chen.com,3687209196,Gordonton,France,25,Male,9987.87,0
CUST1534,Sarah Lee,navarronicole@maldonado.com,0926757121,South Anitafort,Mexico,34,Male,71193.65,0
CUST1535,Bryan Johnson,velazquezgarrett@gmail.com,001-576-431-8672,Port Natashastad,Liberia,55,Other,88558.63,1
CUST1536,Anthony Brooks,bjones@yahoo.com,694-853-1333x5886,Petermouth,Botswana,20,Other,51817.57,1
CUST1537,Cathy Sloan,sandracantu@hotmail.com,574.483.7636,Lowebury,Cayman Islands,59,Female,1597.26,0
CUST1538,Ruth Richards,patricia53@johnson.com,717.964.3981x4884,New Mary,Bahamas,26,Male,40388.3,0
CUST1539,Allison Smith,istewart@gmail.com,+1-580-353-0339x00940,Erinland,Tonga,26,Other,63687.47,0
CUST1540,Andrea Shepherd,garzabrad@yahoo.com,170.584.4882x222,Rhodeshaven,Uganda,37,Female,23477.22,1
CUST1541,Matthew Durham,benitezallison@white-lopez.com,433.527.1893,South Loritown,Tonga,22,Other,4705.11,0
CUST1542,Jonathan Collins,uwilson@johnson.com,(033)476-1014,Port Crystalport,Bhutan,31,Female,91815.73,0
CUST1543,Tiffany Alexander,llynch@yahoo.com,(309)974-9149x158,Clementsfort,Kiribati,24,Female,24167.33,0
CUST1544,Carla Kelly,dnguyen@yahoo.com,993-437-2276x4143,Matthewberg,Slovenia,27,Female,78260.27,1
CUST1545,Andrew Marquez,ruizelizabeth@williams-hunter.biz,001-912-282-6981,Kimberlyland,Burkina Faso,46,Male,16679.23,1
CUST1546,Mary Wallace,youngjennifer@yahoo.com,+1-077-941-3860x518,Robertsberg,Christmas Island,28,Other,34650.63,0
CUST1547,Wesley Montoya,lwalter@gmail.com,+1-014-988-0727x44260,Kyleview,Spain,33,Male,62979.13,0
CUST1548,John Nelson,ahernandez@hernandez.com,206-707-4406x64747,Pachecoshire,Iceland,32,Male,16867.69,1
CUST1549,Mrs. Barbara Lee,simpsonrobert@klein.com,001-627-711-0753x2283,Bestfort,Cook Islands,57,Male,80040.01,1
CUST1550,Jeremy Meyers,ukeller@payne-harris.com,001-864-051-7385x7984,Gravesstad,Zimbabwe,38,Female,13756.93,1
CUST1551,Angela Hernandez,maldonadodawn@frank-myers.com,001-265-274-2230x748,East Jason,Austria,55,Other,30043.3,0
CUST1552,James Wilson,petersondavid@lopez.biz,202-920-1473x1682,Port Eddie,Belgium,30,Female,29257.53,1
CUST1553,Dr. Erik Donaldson MD,smithnichole@hotmail.com,+1-907-747-5845x0490,North Joshua,Tokelau,42,Other,79704.4,0
CUST1554,Casey Collins,louis95@gmail.com,001-428-804-3801,Valerieland,Peru,20,Male,60538.29,1
CUST1555,Brandon Walker,leefranco@alvarez.com,020-976-6215x397,Loriland,French Southern Territories,18,Female,41427.61,0
CUST1556,Peggy Cole,williamswanda@armstrong.com,(184)596-2846,Lake Tanyachester,Czech Republic,61,Female,55156.34,0
CUST1557,Mckenzie Foster,meganwalker@hotmail.com,655-556-3168,Bethbury,Honduras,70,Male,46057.4,0
CUST1558,Laura Frank,jonathan01@bradley.com,(119)435-5795,Matthewton,Spain,66,Female,8825.82,0
CUST1559,Corey Bailey,nramirez@yahoo.com,4442857501,Port Janet,Madagascar,57,Other,54584.71,1
CUST1560,David Mitchell,garrett55@chapman-sullivan.com,831.180.0842x476,West Christopherside,Ghana,66,Female,80610.14,1
CUST1561,Nicholas Crosby,brycebrown@hayes.com,(050)100-9668,South Sheena,Portugal,48,Other,75598.1,0
CUST1562,Tiffany Hawkins,erikgonzalez@hotmail.com,1392694719,Josephtown,Djibouti,57,Female,13814.52,0
CUST1563,Travis Costa,mooneybrandon@phillips.com,001-820-974-6910,Robertville,Gibraltar,39,Other,24423.59,0
CUST1564,Lance Hubbard,vmunoz@beard-cruz.net,001-593-933-5799x71399,Gillespieshire,Lao People's Democratic Republic,42,Female,84348.45,1
CUST1565,Mark Decker,christopher84@hines.net,754.751.3609,New Clarence,Israel,50,Male,82839.27,0
CUST1566,Teresa Contreras,yangbrandon@stewart.com,001-658-607-0063x1924,Port John,Gabon,30,Female,51179.65,1
CUST1567,Heather Rogers,yhernandez@yahoo.com,(826)688-7197,Lake Michael,Austria,19,Male,61877.55,0
CUST1568,Michael Wilcox,fnewton@meyer-green.com,203.217.9088x40433,Lorimouth,Georgia,20,Other,91088.28,1
CUST1569,Brandi Fields,melissamiller@hotmail.com,(032)326-4943x739,Munozborough,Belarus,34,Female,16080.78,1
CUST1570,Travis Stewart,timothymccoy@yahoo.com,220.992.2320,Benjaminfort,Italy,43,Female,95350.13,1
CUST1571,Austin Strong,xsmith@gmail.com,+1-939-972-1400x08768,New Paulafurt,Malaysia,64,Female,75496.94,0
CUST1572,Jeff Lang,michellebeck@gmail.com,054-209-4024x07154,Hornechester,Saint Helena,58,Other,54655.6,0
CUST1573,Joseph Smith,ochoaandrew@gmail.com,(846)212-1473x308,North Charlestown,Saint Vincent and the Grenadines,56,Male,41098.46,0
CUST1574,Amanda Moore,sdavis@anderson-hawkins.net,343.297.3881x297,South Evan,Switzerland,18,Male,58946.53,1
CUST1575,William Barnett,fowlermelissa@gmail.com,4037628168,Smithton,Vanuatu,45,Other,86677.8,0
CUST1576,Wanda Lambert,cruzelizabeth@hotmail.com,030-625-5541,Kristenfurt,Mauritius,63,Female,83458.6,1
CUST1577,Dr. Lisa Thomas,ashley34@gmail.com,(797)966-8703x56375,Dustinmouth,Nepal,40,Male,24047.99,1
CUST1578,Anna Thompson,daviddavis@spencer.net,(607)545-3816x8503,New Kelly,Spain,50,Female,19643.67,0
CUST1579,James Richardson,jerrysalazar@gmail.com,(204)866-0512x4819,Jeffreymouth,Finland,70,Other,71846.79,1
CUST1580,Mathew Scott,nathan29@chandler.com,8315863993,Michaelhaven,Namibia,50,Male,13264.86,1
CUST1581,Brian David,maryfarrell@yahoo.com,922-134-7076x5728,Kevinberg,American Samoa,28,Other,85642.81,0
CUST1582,Melinda Green,daniel25@gmail.com,001-117-141-4507x208,Hallbury,Nigeria,66,Female,86800.54,0
CUST1583,Brian Hawkins,beckchristine@crawford-martin.info,+1-996-611-2434x09340,East Amanda,Uzbekistan,19,Other,23788.86,0
CUST1584,Ronald Williams,zacharyrobinson@yahoo.com,001-328-283-9140x34080,Davidhaven,Wallis and Futuna,41,Male,77050.44,0
CUST1585,Amanda Bennett,nstevenson@hotmail.com,001-083-272-3392x35093,Port Jessicastad,Algeria,70,Female,73505.67,0
CUST1586,Rachel Wagner,hjensen@wagner.com,001-856-173-1043x071,Amymouth,Algeria,31,Other,15790.3,0
CUST1587,Robert Krueger,louis24@schwartz.com,+1-463-232-4136x021,Gomezhaven,Gambia,25,Male,53108.48,0
CUST1588,Amy Bowen,jason68@gmail.com,103-841-1216,Reynoldsport,Anguilla,44,Male,11852.13,0
CUST1589,Brenda Crosby,thomasjeremy@yahoo.com,(124)629-1430,Briannaberg,Norfolk Island,69,Other,60808.99,1
CUST1590,Lisa Martin,louisevans@yahoo.com,(110)861-0760,Wilcoxland,Tuvalu,30,Other,18161.32,0
CUST1591,Laura Simmons,loneill@hotmail.com,+1-507-976-3216x86843,East Sharon,Turkey,19,Other,1365.72,0
CUST1592,Laura Garner,gonzaleskristin@smith-weaver.net,024.279.2230x694,Richmondfurt,Saint Kitts and Nevis,65,Other,92750.07,0
CUST1593,David Adams,bsharp@gmail.com,(713)553-1345x4774,Katieport,South Africa,23,Male,2180.36,0
CUST1594,Mr. Kenneth Hartman,qsharp@johnson.com,(955)480-6692,Vasquezberg,Sweden,50,Female,96351.81,0
CUST1595,Aaron Haynes,meghanlong@gmail.com,+1-098-702-5103x4288,Matthewville,Zimbabwe,33,Female,98469.34,1
CUST1596,Penny Johnson,duncanandrew@cline.com,001-760-658-2152x8218,Patrickside,United Arab Emirates,48,Female,92393.22,0
CUST1597,Calvin Mcdonald,hilljessica@gould.org,001-182-215-6211x22103,Lake Ian,Taiwan,57,Female,62973.52,0
CUST1598,Gerald Miller,mcgeesteven@gmail.com,511-646-6674,Ellisonshire,Liechtenstein,56,Male,78513.76,0
CUST1599,Larry Sharp,alambert@hotmail.com,(149)149-3067x58665,New Allison,Ireland,39,Female,66918.57,1
CUST1600,Jacqueline Friedman,jacklewis@yahoo.com,584.669.9803,Amberstad,Russian Federation,59,Other,35994.98,1
CUST1601,Victoria Howell,watsondaniel@neal.com,001-044-184-5050x08576,Martinezshire,Thailand,60,Other,86380.5,1
CUST1602,Daniel Rivers,vangjeremy@murphy.biz,519.369.9799x5165,North Scott,Svalbard & Jan Mayen Islands,58,Other,29204.64,1
CUST1603,Jordan Pittman,bradfordmarissa@yahoo.com,001-703-249-6161,Port Kathleen,Haiti,30,Female,4211.51,1
CUST1604,Leah Jones,colin11@ryan.com,571.698.6732,East Brittney,Tanzania,25,Male,24372.8,1
CUST1605,Christina Walter,jeffrey59@yahoo.com,(111)959-8107x19203,West Terriville,Comoros,61,Female,76246.88,1
CUST1606,Christopher Flores,mcarroll@everett.com,001-877-603-5119x32464,East Matthewland,Qatar,36,Male,27749.36,0
CUST1607,Patricia Lowe,portega@gmail.com,(870)712-8896x2062,North Elizabeth,Haiti,68,Other,53039.13,1
CUST1608,Ryan Cruz,walkertanya@le.info,(281)478-1201x495,North Patrick,Faroe Islands,39,Other,80545.15,0
CUST1609,Patricia Moore,ashleyfitzpatrick@gmail.com,(847)076-6818,Lisabury,Zambia,30,Male,98475.74,0
CUST1610,Matthew Conway,brandi12@walker-lynch.info,012.366.9381,Fernandezchester,Cote d'Ivoire,35,Other,25508.29,1
CUST1611,Christina Gregory,victoriamack@gmail.com,+1-500-035-5142x394,Pricechester,Cameroon,67,Male,61285.15,1
CUST1612,Randall Sims,darrelltaylor@hotmail.com,322-270-0547,Lake William,Gambia,55,Other,83250.15,1
CUST1613,Bethany Brown,johnsonheather@gmail.com,001-184-982-3614x5355,Adamsville,Azerbaijan,61,Male,2852.13,0
CUST1614,Michelle Thompson,osbornetravis@gmail.com,173.149.7085,East Jameschester,Norway,63,Other,57772.06,0
CUST1615,Rebecca Nichols,john29@yahoo.com,134.300.4640x401,Gentryburgh,Western Sahara,59,Other,12993.71,0
CUST1616,Margaret Wilson,robertanderson@hotmail.com,+1-439-992-1863x6039,East Edwardmouth,Saint Kitts and Nevis,69,Other,69124.54,1
CUST1617,Rodney Walters,ginafreeman@brown.com,282.948.0724x678,Andreastad,Tajikistan,54,Other,20889.44,0
CUST1618,Troy Garcia,kscott@king.biz,(384)965-0909x16380,Lake Heiditon,Maldives,50,Male,54066.87,1
CUST1619,Karen Matthews,james06@walker.com,528-613-7839x02955,Christianville,Antarctica (the territory South of 60 deg S),52,Other,26252.48,0
CUST1620,Matthew Underwood,afarley@yahoo.com,774.132.9618x8707,East Annaborough,Korea,43,Other,73480.11,0
CUST1621,Nicole Wilson,robertthomas@yahoo.com,+1-480-022-1360,Theresaport,Bosnia and Herzegovina,29,Other,38470.01,0
CUST1622,Megan Dixon,aconley@yahoo.com,432.532.4569,Michaelberg,Kenya,46,Female,31767.93,0
CUST1623,Steven Williams,fmann@yahoo.com,+1-089-815-2241x46279,East Brandonville,Burkina Faso,50,Female,47005.31,0
CUST1624,Kenneth Williams,sylvia39@yahoo.com,+1-710-972-0731x262,Jenningsborough,Estonia,56,Male,55485.96,1
CUST1625,Jesse Hunter,michaelcoleman@watkins-lawrence.net,(933)330-4982x29275,Mathewston,Oman,47,Male,28367.3,1
CUST1626,Richard Perez,parklaurie@scott.com,+1-128-282-5479x213,New Timothy,United Kingdom,41,Female,63025.97,0
CUST1627,Amy Munoz,gerald43@gmail.com,(245)287-4148x75256,Bowmanbury,Solomon Islands,68,Male,6433.95,0
CUST1628,Jacob Bennett,katiegoodman@hotmail.com,(128)635-9659x3294,Brandiland,British Virgin Islands,40,Male,66554.68,0
CUST1629,Kevin Perez,donald22@gmail.com,0185909374,Robertland,Estonia,28,Other,60966.64,0
CUST1630,Daniel Dickerson,cynthia06@hotmail.com,+1-320-706-8849,Kevinside,Azerbaijan,47,Other,33930.63,0
CUST1631,Cheryl Carr,deanmegan@yahoo.com,(378)250-8433x24246,Vincenttown,Lithuania,56,Female,18036.09,1
CUST1632,Kenneth George,charles10@gmail.com,001-907-543-6909x36676,Navarroborough,Malta,62,Other,19570.69,0
CUST1633,James Smith,powersmeghan@malone-lopez.com,+1-394-202-1562x29340,North Sandraview,Myanmar,26,Male,19035.79,1
CUST1634,Jennifer Briggs,trandavid@hotmail.com,+1-227-111-2289x9980,Nicholasburgh,Liberia,61,Female,22190.2,0
CUST1635,Anthony Martin,janet14@gmail.com,742.660.0531x833,Kevinside,Algeria,63,Other,74396.03,1
CUST1636,Theresa Rogers,lisa42@koch.org,787-294-7091x02779,Dawnhaven,Jamaica,19,Male,54693.17,0
CUST1637,Amy Waters,allenwhite@wiggins.com,(362)216-0496x91877,Christopherview,Jamaica,70,Male,86431.6,1
CUST1638,Mrs. Janet Anderson MD,yatesbrandon@miller-lynch.com,512.565.0682x717,Scottberg,Somalia,41,Other,81861.76,1
CUST1639,Jay Roberts,anthonyperez@yahoo.com,175-542-1483,South Megan,Brunei Darussalam,57,Other,31166.41,1
CUST1640,Tracy Watts,haleywallace@gmail.com,001-775-846-1300x02378,South Elijahfurt,Belize,20,Male,86205.71,0
CUST1641,Sarah Mitchell,margaret28@cummings.com,+1-753-467-9687x955,East Jacqueline,Peru,28,Other,23902.98,0
CUST1642,Brianna Wilson,alyssa93@hotmail.com,(125)620-2529x5627,Hughesburgh,Burkina Faso,21,Male,41234.85,1
CUST1643,Tina Lopez,nmullins@willis-ferguson.net,658-804-3184x63319,West Robertport,United Kingdom,29,Female,66514.01,0
CUST1644,Jessica Scott,qallen@yahoo.com,928-951-6916,South Hannah,Nauru,56,Other,65447.75,1
CUST1645,Zachary Mcguire,whiterandy@gmail.com,001-913-922-6531x426,Lake Brandon,Greenland,60,Female,73380.87,0
CUST1646,Mr. Robert Mitchell PhD,ecannon@yahoo.com,967.393.8215,Danielmouth,Kiribati,64,Other,23031.41,1
CUST1647,Amber York,danielmaxwell@wu-reed.biz,972-796-9588x39611,Meaganfort,Antarctica (the territory South of 60 deg S),40,Female,82531.92,1
CUST1648,Zachary Lyons,juliephillips@gmail.com,(060)316-3419x92438,Craigburgh,Finland,63,Male,27524.83,0
CUST1649,Christine Stevens,donaldsmith@gmail.com,+1-668-458-0325x92713,Mejiabury,Antigua and Barbuda,43,Other,73604.4,1
CUST1650,Marco Perez,cfranklin@avery.com,171.312.2931,Melissatown,Burundi,68,Male,39627.26,1
CUST1651,Jacqueline Hodge,amandadiaz@morales-davila.biz,(735)683-8005,Richardmouth,Russian Federation,66,Other,22345.73,1
CUST1652,Douglas Williams,rshaw@clark-curry.com,001-823-974-9749x509,North Taraside,Algeria,30,Female,36927.17,0
CUST1653,Adriana Nash,arnoldchristopher@vargas.com,(023)556-8835,Donnabury,San Marino,53,Other,50984.39,0
